identifier,dimension,smiles,bus,elements,ms,nms,mo_formula,csdformula
HEPQOJ,0,CC(C)(C)N,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 O40,"3(C4 H12 N1 1+),Mo12 O40 P1 3-,2(H2 O1)"
HETCUH,2,NCCN,"[14, 12]","['B', 'Na', 'O', 'V']","['Na', 'V']","['B', 'O']",Na2 V12 B18 H6 O60,"(H6 B18 Na2 O60 V12 8-)n,4n(C2 H10 N2 2+),8n(H2 O1)"
HEWPIJ,3,CN,[7],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']",Zn1 H3 C3 O6,"(C1 H6 N1 1+)n,n(C3 H3 O6 Zn1 1-)"
HEWXEN,2,NCCN,[],"['O', 'U', 'V']","['U', 'V']",['O'],U2 V2 O12,"(C2 H10 N2 2+)n,n(O12 U2 V2 2-)"
HEWXIR,2,NCCCN,[],"['O', 'U', 'V']","['U', 'V']",['O'],U1 V1 O6,"(C3 H12 N2 2+)0.5n,n(O6 U1 V1 1-)"
HEWXOX,2,C1CNCCN1,[],"['O', 'U', 'V']","['U', 'V']",['O'],U2 V2 O12,"(C4 H12 N2 2+)n,n(O12 U2 V2 2-),0.8n(H2 O1)"
HEWXUD,2,CN1CCN(C)CC1,[],"['O', 'U', 'V']","['U', 'V']",['O'],U2 V2 O12,"(C6 H16 N2 2+)n,n(O12 U2 V2 2-)"
HEWYAK,2,C1CN2CCN1CC2,[],"['O', 'U', 'V']","['U', 'V']",['O'],U2 V2 O12,"(C6 H14 N2 2+)n,n(O12 U2 V2 2-)"
HEYBIX,3,NCCN,[1],"['F', 'Nb', 'O', 'P', 'Zn']","['Nb', 'Zn']","['F', 'O', 'P']",Nb1 Zn3 P4 O16 F2,"(C2 H10 N2 2+)2n,n(F2 Nb1 O16 P4 Zn3 4-)"
HEYBOD,1,NCCN,[1],"['F', 'Nb', 'O', 'P']",['Nb'],"['F', 'O', 'P']",Nb1 P2 O9 F1,"(C2 H10 N2 2+)2n,n(F1 Nb1 O9 P2 4-)"
HEYFUM,3,CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn4 P3 H2 O13,"(C2 H8 N1 1+)n,n(H2 O13 P3 Zn4 1-)"
HEZNUW,3,NCCN1CCNCC1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn4 P5 H4 O20,"(H4 O20 P5 Zn4 3-)n,n(C6 H18 N3 3+),2n(H2 O1)"
HEZPIL01,3,NCCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']",V3 P2 H6 O15,"(C3 H12 N2 2+)n,n(H6 O15 P2 V3 2-)"
HEZWIS,2,NCCN,[1],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']",Fe2 P2 H6 O10 F2,"(C2 H9 N2 1+)n,n(H6 F2 Fe2 O10 P2 1-)"
HEZXOZ,1,C1CNCCN1,[6],"['As', 'O', 'V']",['V'],"['As', 'O']",V2 As4 H6 O18,"(C4 H12 N2 2+)n,n(H6 As4 O18 V2 2-)"
HIBQUE,3,C1CNCCN1,"[4, 1]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']",In2 P3 H3 C2 O16,"(C2 H3 In2 O16 P3 2-)n,n(C4 H12 N2 2+),n(H2 O1)"
HICFAB,2,NCCN,[3],"['F', 'Ga', 'O', 'Se']",['Ga'],"['F', 'O', 'Se']",Ga1 Se1 O3 F3,"(F3 Ga1 O3 Se1 2-)n,n(C2 H10 N2 2+)"
HICFEF,2,NCCN,[3],"['F', 'In', 'O', 'Se']",['In'],"['F', 'O', 'Se']",In1 Se1 O3 F3,"(F3 In1 O3 Se1 2-)n,n(C2 H10 N2 2+)"
HICFIJ,1,C1CNCCN1,"[3, 4]","['C', 'F', 'Ga', 'O', 'Se']",['Ga'],"['C', 'F', 'O', 'Se']",Ga1 C2 Se1 O7 F1,"(C2 F1 Ga1 O7 Se1 2-)n,n(C4 H12 N2 2+),n(H2 O1)"
HICFOP,3,C1CN2CCN1CC2,"[3, 4]","['C', 'F', 'Ga', 'O', 'Se']",['Ga'],"['C', 'F', 'O', 'Se']",Ga4 C2 Se6 O22 F2,"(C2 F2 Ga4 O22 Se6 4-)n,2n(C6 H14 N2 2+),4n(H2 O1)"
HICFUV,1,NCCN,[13],"['F', 'In', 'O', 'Se']",['In'],"['F', 'O', 'Se']",In1 Se1 O4 F3,"(F3 In1 O4 Se1 2-)n,n(C2 H10 N2 2+)"
HICGAC,1,NCCN,"[13, 4]","['C', 'In', 'O', 'Se']",['In'],"['C', 'O', 'Se']",In2 H8 C4 Se2 O20,"(C4 H8 In2 O20 Se2 2-)n,n(C2 H10 N2 2+)"
HICKOU,1,CCN(CC)CC,[4],"['C', 'Cl', 'Fe', 'O']",['Fe'],"['C', 'Cl', 'O']",Fe6 C12 Cl12 O24,"(C12 Cl12 Fe6 O24 6-)n,6n(C6 H16 N1 1+)"
HIDLEL,0,CC(C)N,[],"['O', 'V']",['V'],['O'],V10 O28,"6(C3 H10 N1 1+),O28 V10 6-,4(H2 O1)"
HIDLIP,1,CCN,[],"['O', 'V']",['V'],['O'],V4 O12,"(C2 H8 N1 1+)4n,n(O12 V4 4-)"
HIDXOI,0,Cc1cc(C)nc(N)n1,[8],"['C', 'Cd', 'O']",['Cd'],"['C', 'O']",Cd1 H12 C4 O7,"4(C6 H9 N3),2(H2 O1),C4 H12 Cd1 O7"
HIFNOA,1,NCCCN,[],"['Mo', 'O']",['Mo'],['O'],Mo3 O10,"(Mo3 O10 2-)n,2n(H2 O1),n(C3 H12 N2 2+)"
HIHFOT,0,c1cc(-c2ccncc2)ccn1,[],"['Cl', 'Cr', 'O']",['Cr'],"['Cl', 'O']",Cr1 Cl1 O3,"C10 H10 N2 2+,2(Cl1 Cr1 O3 1-)"
HIHFUZ,0,Cc1ccnc2ccccc12,[],"['Cl', 'Cr', 'O']",['Cr'],"['Cl', 'O']",Cr1 Cl1 O3,"C10 H10 N1 1+,Cl1 Cr1 O3 1-"
HIHGAG,0,Cc1ccc2ncccc2c1,[],"['Cl', 'Cr', 'O']",['Cr'],"['Cl', 'O']",Cr1 Cl1 O3,"C10 H10 N1 1+,Cl1 Cr1 O3 1-"
HIHGEK,0,NCCN,[],"['Cl', 'Cr', 'O']",['Cr'],"['Cl', 'O']",Cr1 Cl1 O3,"C2 H10 N2 2+,Cl1 Cr1 O3 1-,Cl1 1-"
HIHNIX,2,c1cc(-c2ccncc2)ccn1,"[4, 1]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']",Mn1 P1 H2 C2 O8,"(C10 H10 N2 2+)n,2n(C2 H2 Mn1 O8 P1 1-)"
HIJMEU,3,NCCN,[1],"['Mn', 'Mo', 'O', 'P']","['Mn', 'Mo']","['O', 'P']",Mn3 Mo4 P4 O28,"(Mn3 Mo4 O28 P4 6-)n,3n(C2 H10 N2 2+)"
HIKTIG,2,CN1CCN(C)CC1,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C2 O12 Se2 V2 2-)n,n(C6 H16 N2 2+)"
HIKTOM,2,CC1CNC(C)CN1,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C2 O12 Se2 V2 2-)n,n(C6 H16 N2 2+),2n(H2 O1)"
HIKTUS,2,CNCCNC,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C2 O12 Se2 V2 2-)n,n(C4 H14 N2 2+),4n(H2 O1)"
HIKVAA,2,CN(C)CCN(C)C,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C2 O12 Se2 V2 2-)n,n(C6 H18 N2 2+)"
HIKVEE,2,CCNCCN(C)C,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C6 H18 N2 2+)n,n(C2 O12 Se2 V2 2-),n(H2 O1)"
HIKVII,2,CN1CCNCC1,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V4 C4 Se4 O24,"(C4 O24 Se4 V4 4-)n,2n(C5 H14 N2 2+),4n(H2 O1)"
HIKVOO,2,CC1CNCCN1,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C2 O12 Se2 V2 2-)n,n(C5 H14 N2 2+),2n(H2 O1)"
HIKVUU,2,CC1CNCCN1,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C2 O12 Se2 V2 2-)n,n(C5 H14 N2 2+),2n(H2 O1)"
HIKWAB,2,CC1CNCCN1,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C2 O12 Se2 V2 2-)n,n(C5 H14 N2 2+),2n(H2 O1)"
HIPKIB,2,C1CNCCN1,[0],"['F', 'O', 'P', 'U']",['U'],"['F', 'O', 'P']",U2 P2 H2 O10 F2,"(C4 H12 N2 2+)n,n(H2 F2 O10 P2 U2 2-)"
HIPKOH,2,NCCN,[0],"['F', 'O', 'P', 'U']",['U'],"['F', 'O', 'P']",U2 P2 H2 O6 F6,"(C2 H10 N2 2+)n,n(H2 F6 O6 P2 U2 2-)"
HIPKUN,3,C1CNCCN1,[0],"['F', 'O', 'P', 'U']",['U'],"['F', 'O', 'P']",U2 P2 H2 O6 F6,"(C4 H12 N2 2+)n,n(H2 F6 O6 P2 U2 2-)"
HIQHUM,0,NCCN,[11],"['As', 'O', 'W']",['W'],"['As', 'O']",As2 H1 W8 O31,"H1 As2 O31 W8 7-,3.5(C2 H10 N2 2+),6(H2 O1)"
HIQYAJ,0,c1c[nH]cn1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']",Cr1 H4 C4 O10,"C4 H4 Cr1 O10 1-,C3 H5 N2 1+,2(H2 O1)"
HIWLEG,3,CCN1CCNCC1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn2 P3 H3 O9,"(C6 H16 N2 2+)n,n(H3 O9 P3 Zn2 2-)"
HIWLIK,3,CCN1CCNCC1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H4 O12,"(H4 O12 P4 Zn3 2-)n,n(C6 H16 N2 2+),n(H2 O1)"
HIWLOQ,3,CC(CN)CCCN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn6 P8 H8 O24,"(H8 O24 P8 Zn6 4-)n,2n(C6 H18 N2 2+),3n(H2 O1)"
HIWLUW,3,CC1(C)CC(N)CC(C)(C)N1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P4 H4 O12,"(H4 O12 P4 Zn3 2-)n,n(C9 H22 N2 2+)"
HIWMAD,3,NCCCCCCCCCCCCN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P5 H7 O15,"(C12 H30 N2 2+)n,n(H7 O15 P5 Zn3 2-)"
HIWPOS,3,C1CNCCN1,[],"['Ge', 'O']",['Ge'],['O'],Ge18 H8 O44,"(H8 Ge18 O44 8-)n,4n(C4 H12 N2 2+),n(H2 O1)"
HIXBAU,0,Cc1cc(C)[nH]n1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']",Cr1 H4 C4 O10,"C4 H4 Cr1 O10 1-,C5 H9 N2 1+,3(H2 O1)"
HIXNAF,0,C1CNCCN1,"[14, 12]","['B', 'Co', 'O']",['Co'],"['B', 'O']",Co1 B12 H12 O26,"H12 B12 Co1 O26 2-,C4 H12 N2 2+,6(H2 O1)"
HIXWIW,3,NCCNCCN,"[14, 12]","['B', 'K', 'O', 'V']","['K', 'V']","['B', 'O']",K1 V3 B10 H6 O26,"(H6 B10 K1 O26 V3 3-)n,n(C4 H16 N3 3+),3.5n(H2 O1)"
HIZHOO,0,NCCNCCN,[1],"['O', 'P', 'W']",['W'],"['O', 'P']",P2 W5 O23,"2(C4 H16 N3 3+),O23 P2 W5 6-,H2 O1"
HOBBUV,1,NCCN,"[14, 12]","['B', 'O', 'V']",['V'],"['B', 'O']",V6 B22 H8 O53,"(C2 H10 N2 2+)5n,n(H8 B22 O53 V6 10-),5n(H2 O1)"
HOBMAP,0,C1CNCCN1,[4],"['C', 'F', 'Fe', 'O']",['Fe'],"['C', 'F', 'O']",Fe1 H2 C4 O9 F1,"C4 H12 N2 2+,C4 H2 F1 Fe1 O9 2-,2(H2 O1)"
HOCDIO,3,N=C(N)N,"[0, 4]","['C', 'Co', 'O', 'P']",['Co'],"['C', 'O', 'P']",Co2 P2 H4 C4 O14,"(C4 H4 Co2 O14 P2 2-)n,2n(C1 H6 N3 1+)"
HOCDOU,3,N=C(N)N,"[0, 4]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']",Mn5 P2 H6 C10 O28,"(C10 H6 Mn5 O28 P2 4-)n,4n(C1 H6 N3 1+),2n(H2 O1)"
HOKVEK,0,c1cc(-c2ccncc2)ccn1,[5],"['O', 'Si', 'W']","['Si', 'W']",['O'],Si1 W12 O40,"O40 Si1 W12 4-,2(C10 H10 N2 2+),2(H2 O1)"
HOMDET,2,Cc1c[nH]cn1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']",Al3 P4 O16,"(Al3 O16 P4 3-)n,3n(C4 H7 N2 1+)"
HOMSIM,0,CCCCN,[],"['Cu', 'Ge', 'O', 'W']","['Cu', 'Ge', 'W']",['O'],Cu4 Ge2 W18 O68,"Cu4 Ge2 O68 W18 12-,12(C4 H12 N1 1+),14(H2 O1)"
HOMSOS,0,CCCCN,[],"['Cu', 'Ge', 'O', 'W']","['Cu', 'Ge', 'W']",['O'],Cu4 Ge2 W18 O68,"Cu4 Ge2 O68 W18 12-,12(C4 H12 N1 1+),9(H2 O1)"
HONLOM,0,Cc1ccccn1,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe3 H9 C9 O19,"2(C6 H8 N1 1+),C9 H9 Fe3 O19 2-,H2 O1"
HOPHOJ,2,NCCN,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']",Sn2 P2 O8,"(C2 H10 N2 2+)n,n(O8 P2 Sn2 2-),n(H2 O1)"
HOPJOO,1,CC1CNCCN1,[1],"['Cu', 'Mo', 'O', 'P']","['Cu', 'Mo']","['O', 'P']",Cu3 Mo10 P4 H20 O56,"(H20 Cu3 Mo10 O56 P4 6-)n,3(C5 H14 N2 2+),8(H2 O1)"
HOPYEQ,3,NCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn4 P4 H1 O16,"(C4 H16 N3 3+)n,n(H1 O16 P4 Zn4 3-),n(H2 O1)"
HOQYUI,2,C1CNCCN1,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']",V2 C2 Se2 O12,"(C4 H12 N2 2+)n,n(C2 O12 Se2 V2 2-)"
HOQZAP,2,C1CN2CCN1CC2,[3],"['O', 'Se', 'V']",['V'],"['O', 'Se']",V2 Se2 O10,"(C6 H14 N2 2+)n,n(O10 Se2 V2 2-),1.25n(H2 O1)"
HORBAU,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe3 H9 C9 O18,"2(C2 H8 N1 1+),n(C9 H9 Fe3 O18 2-)"
HORVOB,0,CCNCC,[1],"['O', 'P', 'W', 'Zr']","['W', 'Zr']","['O', 'P']",Zr2 P2 W22 O82,"O82 P2 W22 Zr2 6-,6(C4 H12 N1 1+),27.4(H2 O1)"
HORZOD,1,NCCCN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']",Co1 P2 H2 O8,"(H2 Co1 O8 P2 2-)n,n(C3 H12 N2 2+)"
HOTHON,0,NCCNCCNCCN,"[12, 1]","['B', 'O', 'P', 'V']",['V'],"['B', 'O', 'P']",V12 B6 P12 O72,"4(C6 H22 N4 4+),B6 O72 P12 V12 17-,H4 N1 1+,14(H2 O1)"
HOTSIT,0,C1CNCCN1,[],"['Mo', 'O', 'Te']","['Mo', 'Te']",['O'],Te1 Mo6 O24,"3(C4 H12 N2 2+),Mo6 O24 Te1 6-,6(H2 O1)"
HOTVIW,0,c1ccc2ncccc2c1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']",Cr1 H4 C4 O10,"C9 H8 N1 1+,C4 H4 Cr1 O10 1-"
HOVKUZ,2,CCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']",U2 H2 Se3 O17,"(C2 H8 N1 1+)2n,n(H2 O17 Se3 U2 2-)"
HOVLAG,2,NCc1ccccc1,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']",U1 H2 Se2 O11,"(C7 H10 N1 1+)2n,n(H2 O11 Se2 U1 2-),n(H2 O1)"
HOVLEK,2,NCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']",U2 H4 Se4 O22,"(C2 H10 N2 2+)2n,n(H4 O22 Se4 U2 4-),4n(H2 O1)"
HOVLIO,2,NCCNCCNCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']",U2 H4 Se4 O22,"(C6 H22 N4 4+)n,n(H4 O22 Se4 U2 4-),2n(H2 O1)"
HOVLOU,1,NCCN(CCN)CCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']",U1 H1 Se3 O14,"(C6 H21 N4 3+)n,n(H1 O14 Se3 U1 3-)"
HOWJEK,3,NCCN,[1],"['Mn', 'O', 'P']",['Mn'],"['O', 'P']",Mn4 P4 O16,"(Mn4 O16 P4 4-)n,2n(C2 H10 N2 2+)"
HOXXOK,2,NCCN,[7],"['C', 'Cr', 'Na', 'O']","['Cr', 'Na']","['C', 'O']",Na1 Cr1 H6 C6 O12,"(C6 H6 Cr1 Na1 O12 2-)n,C2 H10 N2 2+"
HOZGUA,0,Cc1cc(-n2ccnc2)c(C)cc1-n1ccnc1,[],"['Mo', 'O']",['Mo'],['O'],Mo6 O19,"C14 H16 N4 2+,Mo6 O19 2-"
HUFTAF,1,N=C(N)N,[4],"['C', 'Cl', 'Mn', 'O']",['Mn'],"['C', 'Cl', 'O']",Mn2 H4 C4 Cl2 O10,"(C4 H4 Cl2 Mn2 O10 2-)n,2(C1 H6 N3 1+),2(H2 O1)"
HUJXOC,0,NCCCCCCCCN,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']",Ti4 H8 S8 O40,"H8 O40 S8 Ti4 8-,4.5(C8 H22 N2 2+),0.5(O4 S1 2-),1.5(H1 Cl1),3(H2 O1)"
HUJZAQ,0,NCCCCN,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']",Ti4 H16 S4 O28,"H16 O28 S4 Ti4,2(C4 H14 N2 2+),2(O4 S1 2-)"
HUJZEU,0,NC1CCC(N)CC1,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']",Ti4 H16 S4 O28,"H16 O28 S4 Ti4,2(C6 H16 N2 2+),2(O4 S1 2-)"
HUKVOZ,0,NCCN(CCN)CCN,[1],"['Co', 'Mo', 'O', 'P']","['Co', 'Mo']","['O', 'P']",Co1 Mo12 P8 H6 O62,"4(C6 H22 N4 4+),H6 Co1 Mo12 O62 P8 16-,4(H2 O1)"
HUKVUF,0,NCCNCCNCCN,[1],"['Co', 'Mo', 'O', 'P']","['Co', 'Mo']","['O', 'P']",Co1 Mo12 P8 H14 O62,"2(C6 H22 N4 4+),H14 Co1 Mo12 O62 P8 8-,4(H2 O1)"
HUKYER,0,C1CCC(NC2CCCCC2)CC1,[],"['O', 'W']",['W'],['O'],W1 O4,"2(C12 H24 N1 1+),O4 W1 2-,2(H2 O1)"
HULVAL,2,CC1CC(C)(C)NCCNC(C)CC(C)(C)NCCN1,[1],"['Al', 'F', 'O', 'P']",['Al'],"['F', 'O', 'P']",Al10 P10 O40 F2,"(C16 H38 N4 2+)n,n(Al10 F2 O40 P10 2-)"
HULWUG,3,NCCCN,[1],"['Be', 'Co', 'O', 'P']","['Be', 'Co']","['O', 'P']",Be6 Co1 P6 O24,"(C3 H12 N2 2+)2n,n(Be6 Co1 O24 P6 4-),3n(H2 O1)"
HUNBEX,3,C1CN2CCN1CC2,[4],"['C', 'K', 'O', 'Zn']","['K', 'Zn']","['C', 'O']",K2 Zn4 H12 C12 O30,"(C6 H13 N2 1+)2n,n(C12 H12 K2 O30 Zn4 2-),2n(H2 O1)"
HUNBIB,3,C1CNCCN1,"[6, 4]","['As', 'C', 'Fe', 'O']",['Fe'],"['As', 'C', 'O']",Fe8 As12 H12 C8 O64,"(C4 H12 N2 2+)4n,n(C8 H12 As12 Fe8 O64 8-)"
HUNYAS,1,c1cn(CCCCn2ccnc2)cn1,[1],"['Cu', 'Mo', 'O', 'P', 'Sr']","['Cu', 'Mo', 'Sr']","['O', 'P']",Sr1 Cu1 Mo18 P6 H4 O75,"(H4 Cu1 Mo18 O75 P6 Sr1 6-)n,3(C10 H16 N4 2+),4(H2 O1)"
HUNYIA,1,c1cn(CCCCn2ccnc2)cn1,[1],"['Mo', 'O', 'P', 'Sr', 'Zn']","['Mo', 'Sr', 'Zn']","['O', 'P']",Sr1 Zn1 Mo18 P6 H4 O75,"(H4 Mo18 O75 P6 Sr1 Zn1 6-)n,3(C10 H16 N4 2+),7(H2 O1)"
HUNYOG,1,c1cn(CCCCn2ccnc2)cn1,[1],"['Mo', 'Ni', 'O', 'P', 'Sr']","['Mo', 'Ni', 'Sr']","['O', 'P']",Sr1 Ni1 Mo18 P6 H4 O75,"(H4 Mo18 Ni1 O75 P6 Sr1 6-)n,3(C10 H16 N4 2+),7(H2 O1)"
HUNYUM,1,c1cn(CCCCn2ccnc2)cn1,[1],"['Co', 'Mo', 'O', 'P', 'Sr']","['Co', 'Mo', 'Sr']","['O', 'P']",Sr1 Co1 Mo18 P6 H4 O75,"(H4 Co1 Mo18 O75 P6 Sr1 6-)n,3(C10 H16 N4 2+),5(H2 O1)"
HUVLUF,3,NCCN,[4],"['C', 'Co', 'O', 'V']","['Co', 'V']","['C', 'O']",V4 Co2 C2 O16,"(C2 H10 N2 2+)n,n(C2 Co2 O16 V4 2-)"
HUVPIX,2,NCCN,[2],"['La', 'O', 'S']",['La'],"['O', 'S']",La2 H8 S4 O20,"(C2 H10 N2 2+)n,n(H8 La2 O20 S4 2-),2n(H2 O1)"
HUWDIN,2,CC1CNCCN1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga6 P8 O32 F2,"(F2 Ga6 O32 P8 8-)n,4n(C5 H14 N2 2+),10.5n(H2 O1)"
HUWDOT,2,CC1CNCCN1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga6 P8 O32 F2,"(F2 Ga6 O32 P8 8-)n,4n(C5 H14 N2 2+),11n(H2 O1)"
HUWDUZ,2,CC1CNCCN1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga6 P8 O32 F2,"(F2 Ga6 O32 P8 8-)n,4n(C5 H14 N2 2+),9.5n(H2 O1)"
HUXSOJ,0,NCCNCCN,[2],"['F', 'O', 'S', 'Sm']",['Sm'],"['F', 'O', 'S']",Sm2 S7 O28 F1,"(F1 O28 S7 Sm2 9-)n,3n(C4 H16 N3 3+)"
HUYPOH,3,CC(N)CN,[],"['Ge', 'O']",['Ge'],['O'],Ge9 H4 O22,"(C3 H12 N2 2+)2n,n(H4 Ge9 O22 4-),n(H2 O1)"
HUZKET,2,C1CNCCN1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']",In4 P6 H6 C6 O30,"(C4 H12 N2 2+)3n,n(C6 H6 In4 O30 P6 6-)"
HUZKIX,0,C1CNCCN1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']",In2 P2 H2 C8 O22,"3(C4 H12 N2 2+),C8 H2 In2 O22 P2 6-,4(H2 O1)"
HUZKOD,2,C1CNCCN1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']",In2 P3 H3 C4 O17,"(C4 H12 N2 2+)2n,n(C4 H3 In2 O17 P3 4-),3n(H2 O1)"
HUZKUJ,3,NCCCCN,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']",In4 P5 H7 C4 O24,"(C4 H14 N2 2+)n,n(C4 H7 In4 O24 P5 2-),2n(H2 O1)"
HUZLAQ,2,C1CNCCN1,"[2, 4]","['C', 'In', 'O', 'S']",['In'],"['C', 'O', 'S']",In2 H4 C4 S2 O18,"(C4 H12 N2 2+)n,n(C4 H4 In2 O18 S2 2-),2n(H2 O1)"
HUZLEU,2,C1CNCCN1,"[4, 1]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']",In2 P2 H6 C4 O18,"(C4 H12 N2 2+)n,n(C4 H6 In2 O18 P2 2-),2n(H2 O1)"
HUZLIY,3,C1CNCCN1,[0],"['In', 'O', 'P']",['In'],"['O', 'P']",In8 P14 H26 O48,"(C4 H12 N2 2+)2n,n(H26 In8 O48 P14 4-)"
IBAXUF,0,c1ccncc1,[],"['Cr', 'Mo', 'O']","['Cr', 'Mo']",['O'],Cr1 Mo6 H8 O24,"C5 H6 N1 1+,H8 Cr1 Mo6 O24 1-,6(H2 O1)"
IBEHOO,0,NCCN,[6],"['As', 'Fe', 'O', 'W']","['Fe', 'W']","['As', 'O']",Fe8 As4 W30 O122,"As4 Fe8 O122 W30 4-,8(H2 O1),2(C2 H10 N2 2+)"
IBEMOR,0,CCNCC,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 H3 O40,"H3 Mo12 O40 P1 5-,5(C4 H12 N1 1+),H2 O1"
IBIJIP,2,CN1CCNCC1,"[4, 1]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']",Mn4 P4 H8 C8 O32,"(C8 H8 Mn4 O32 P4 4-)n,2(C5 H14 N2 2+),2(H2 O1)"
IBIJOV,1,CN(C)CCN(C)CCN(C)C,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']",Ga2 P2 H3 C6 O20,"C9 H26 N3 3+,(C6 H3 Ga2 O20 P2 3-)n"
IBIVOG,2,C1CNCCN1,[],"['F', 'Ge', 'O']",['Ge'],"['F', 'O']",Ge5 O9 F6,"(F6 Ge5 O9 4-)n,n(C4 H12 N2 2+),2n(H4 N1 1+)"
IBIVUM,0,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P', 'Sr']","['Mo', 'Sr']","['O', 'P']",Sr1 Mo30 P7 O113,"6(C10 H10 N2 2+),Mo12 O40 P1 6-,Mo18 O73 P6 Sr1 6-,4.5(H2 O1)"
IBOSAT,0,NCCN(CCN)CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn2 P6 H8 O24,"2(C6 H21 N4 3+),H8 O24 P6 Zn2 6-"
IBOSIB,2,NCCN(CCN)CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn6 P6 H2 O24,"(C6 H21 N4 3+)n,n(H4 N1 1+),n(H2 O24 P6 Zn6 4-),n(H2 O1)"
IBOTAU,3,NCCN(CCN)CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn21 P18 O72,"(C6 H21 N4 3+)4n,n(O72 P18 Zn21 12-)"
